INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.6,'是','异常','闭合',203.4,204.8,176.0,27.5,29.9,66.1,236.4,232.5,234.6,2.8,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',3.1,'是','异常','打开',169.8,116.1,121.7,17.0,18.4,81.1,219.5,123.8,202.9,7.0,27.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('55#雷电分析仪',5.1,'否','异常','闭合',155.9,187.4,190.6,64.5,32.4,55.6,149.2,230.6,208.1,4.4,20.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',1.7,'否','异常','闭合',113.5,150.7,126.7,77.6,59.3,59.6,236.4,139.3,134.0,4.3,35.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',1.9,'是','正常','闭合',125.9,202.7,136.1,40.5,56.7,73.1,181.5,171.9,224.1,1.3,35.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',6.9,'否','异常','打开',138.7,150.7,203.5,35.3,60.5,40.0,217.8,213.9,186.9,4.6,31.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',2.4,'是','异常','闭合',189.2,136.1,234.3,27.1,31.4,53.2,191.4,229.7,187.3,4.2,31.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',4.0,'否','正常','闭合',141.7,168.8,137.9,54.2,71.2,31.1,131.5,143.6,156.6,7.2,21.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',8.6,'是','异常','闭合',144.7,132.3,157.3,60.4,50.3,17.0,186.2,232.8,160.8,2.5,28.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',8.7,'否','正常','打开',200.6,201.1,164.4,75.0,85.4,39.1,112.2,221.7,107.1,4.5,30.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',7.0,'否','异常','闭合',186.7,124.3,234.1,56.9,43.7,88.1,165.9,209.2,236.9,5.9,28.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',8.9,'是','正常','打开',164.7,218.9,224.9,78.5,42.4,60.7,177.8,105.2,204.6,6.4,33.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('66#雷电分析仪',5.0,'否','正常','闭合',205.1,146.8,199.0,14.1,19.3,57.0,232.2,162.2,215.0,6.7,23.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('40#雷电分析仪',6.2,'否','正常','打开',107.9,158.1,224.2,53.5,54.1,19.1,183.5,131.4,114.9,3.3,21.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('25#雷电分析仪',5.4,'是','异常','闭合',120.2,102.0,164.5,50.8,44.5,21.6,164.8,179.7,211.2,1.7,21.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('45#雷电分析仪',8.0,'是','正常','闭合',125.6,156.8,130.0,16.9,33.8,56.7,220.0,220.2,144.5,8.1,22.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',7.1,'是','异常','打开',107.9,171.6,222.9,30.1,42.2,17.6,165.0,141.1,228.9,7.2,28.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('40#雷电分析仪',8.3,'是','异常','打开',207.6,190.2,232.2,70.9,30.2,26.5,115.8,236.6,121.0,3.0,27.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('96#雷电分析仪',1.0,'是','异常','打开',106.9,107.2,170.2,65.1,79.5,13.9,236.6,157.2,102.7,8.1,39.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('74#雷电分析仪',1.1,'是','正常','闭合',215.6,238.8,226.8,83.8,76.2,57.5,137.8,150.3,131.7,1.8,22.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('69#雷电分析仪',9.2,'是','正常','闭合',187.7,210.5,114.8,68.7,84.9,34.2,156.7,198.6,135.9,7.5,30.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',5.9,'否','异常','打开',145.8,198.5,180.9,34.1,17.1,73.3,181.7,209.7,117.8,8.9,23.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('2#雷电分析仪',8.3,'否','异常','打开',202.0,229.5,184.2,10.2,70.3,27.3,203.8,147.5,150.0,1.0,38.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('17#雷电分析仪',4.2,'是','正常','打开',126.8,234.0,169.9,56.1,73.8,50.9,206.4,170.5,123.6,1.3,25.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',9.0,'是','正常','打开',129.9,186.5,230.7,75.4,72.9,76.0,169.4,136.9,178.7,2.1,21.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',7.8,'否','异常','打开',171.2,167.3,217.1,35.4,70.8,79.4,205.3,160.3,197.4,6.0,33.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('5#雷电分析仪',1.2,'否','正常','打开',133.5,128.2,148.1,70.8,17.3,44.2,226.7,146.6,200.0,6.5,33.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',8.0,'是','正常','闭合',187.4,231.9,212.4,16.6,24.2,56.5,145.6,191.9,154.6,3.8,34.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('13#雷电分析仪',4.8,'否','异常','闭合',114.1,150.8,133.8,37.9,15.3,54.4,119.2,193.4,165.1,7.8,35.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('32#雷电分析仪',8.9,'否','正常','打开',219.2,118.7,220.2,58.3,13.2,12.3,134.5,146.6,130.7,0.9,28.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',0.0,'是','异常','打开',143.2,217.3,200.6,39.4,13.3,76.6,114.3,157.7,177.4,9.4,20.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('32#雷电分析仪',3.6,'否','异常','打开',121.7,181.5,198.8,16.1,71.1,79.6,172.0,218.2,194.7,3.7,23.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('48#雷电分析仪',9.1,'否','正常','打开',120.3,163.3,191.8,50.2,52.5,40.6,209.8,174.1,199.4,7.7,25.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('50#雷电分析仪',7.0,'否','异常','闭合',191.5,193.6,205.8,27.8,40.8,79.5,213.7,180.2,165.1,4.1,39.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',8.2,'是','异常','闭合',163.1,182.9,202.5,37.9,27.2,64.3,145.4,105.1,221.8,2.6,35.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('44#雷电分析仪',5.8,'是','异常','打开',155.0,219.7,104.4,74.6,49.6,39.9,168.4,219.0,112.2,3.2,23.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('32#雷电分析仪',1.6,'是','异常','闭合',166.0,214.9,135.1,46.6,36.8,76.2,181.3,227.4,136.3,2.4,24.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('25#雷电分析仪',2.3,'是','正常','闭合',204.1,185.7,139.0,14.2,15.8,69.4,132.6,234.9,193.0,7.5,38.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('56#雷电分析仪',1.4,'否','异常','打开',193.0,188.8,115.8,26.2,83.7,41.3,146.5,230.7,158.3,6.0,36.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('27#雷电分析仪',3.2,'是','正常','打开',106.6,147.2,183.6,17.2,89.5,85.0,123.3,220.6,162.3,2.4,39.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('52#雷电分析仪',9.3,'是','正常','闭合',189.2,111.9,167.2,48.6,42.4,23.8,178.2,150.1,211.5,1.4,23.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',4.6,'是','异常','闭合',211.1,150.4,194.0,37.2,72.5,10.3,150.3,176.2,131.6,1.3,33.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',6.9,'否','异常','打开',167.9,201.2,149.5,48.8,11.5,78.1,217.5,147.6,155.8,6.6,33.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',7.6,'否','异常','打开',171.4,173.7,147.6,84.8,76.2,87.4,197.0,183.1,100.1,6.6,33.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('13#雷电分析仪',5.0,'否','异常','闭合',121.6,107.7,172.0,80.1,61.7,11.6,168.4,155.8,114.3,6.4,30.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('94#雷电分析仪',5.9,'否','异常','闭合',103.7,157.6,185.7,44.7,54.0,26.4,148.6,129.9,216.2,0.7,28.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('73#雷电分析仪',4.2,'否','正常','打开',132.2,183.1,103.5,45.8,40.2,29.2,185.7,157.6,138.3,8.0,22.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',4.6,'否','异常','打开',231.6,213.5,189.8,59.9,53.2,39.2,233.9,131.5,127.4,6.8,21.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('0#雷电分析仪',3.7,'是','正常','打开',227.2,135.3,192.3,39.8,42.6,45.9,113.9,156.5,107.0,2.9,22.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',3.2,'是','正常','闭合',152.3,199.7,113.0,20.2,32.6,47.7,112.4,107.9,114.9,0.8,33.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('55#雷电分析仪',8.1,'否','异常','打开',115.4,127.1,194.2,58.6,53.1,55.5,218.2,151.9,149.3,6.5,33.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('69#雷电分析仪',2.5,'是','异常','闭合',174.3,165.3,117.5,17.4,53.8,12.7,130.8,149.8,131.6,0.0,25.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',5.2,'是','异常','闭合',137.1,174.7,219.5,38.0,15.4,13.4,122.1,208.4,104.3,2.1,20.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('91#雷电分析仪',6.2,'否','异常','闭合',195.4,191.2,211.9,12.4,33.9,89.9,115.0,162.7,122.0,0.2,31.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',8.4,'否','正常','闭合',157.9,150.7,217.5,38.9,31.6,16.2,210.7,159.1,121.9,4.3,28.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('56#雷电分析仪',3.4,'否','异常','打开',208.6,230.7,203.7,29.6,38.8,66.2,200.9,236.3,109.9,4.9,37.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',8.4,'否','正常','闭合',228.2,168.3,217.6,41.9,70.3,18.6,175.0,195.3,200.1,3.5,34.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('52#雷电分析仪',5.3,'否','异常','闭合',151.6,196.2,199.3,44.7,48.2,57.2,220.6,162.3,104.4,7.0,20.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',9.6,'是','正常','闭合',209.3,225.4,146.0,28.9,22.3,60.0,206.9,229.2,122.7,4.2,30.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('0#雷电分析仪',6.9,'否','异常','打开',202.3,168.9,177.6,61.5,66.8,81.0,134.4,184.4,121.5,1.6,24.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('85#雷电分析仪',7.4,'是','正常','打开',207.5,147.8,125.1,28.3,11.6,61.2,132.3,119.3,110.8,8.0,28.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',6.0,'是','正常','闭合',156.0,151.1,166.5,20.9,22.5,15.7,168.9,127.6,237.6,2.7,30.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',1.2,'否','正常','闭合',192.0,177.4,134.1,53.4,55.3,23.1,237.6,148.7,108.5,7.0,20.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',3.7,'是','正常','闭合',164.8,151.3,160.8,50.2,67.4,10.2,103.9,229.6,105.3,1.5,27.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('23#雷电分析仪',6.1,'否','正常','打开',204.5,131.6,161.9,84.5,82.5,14.0,151.9,141.8,182.5,8.6,30.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('84#雷电分析仪',3.9,'否','正常','打开',114.6,195.3,146.1,79.2,54.8,87.5,116.9,216.3,198.6,7.1,28.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('93#雷电分析仪',3.4,'否','正常','闭合',150.0,206.3,179.8,45.3,80.9,39.9,120.9,102.1,238.8,7.0,27.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('15#雷电分析仪',8.7,'否','异常','闭合',179.9,127.6,173.1,78.3,24.9,50.2,207.5,168.7,167.0,9.5,39.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('17#雷电分析仪',7.6,'否','正常','闭合',217.6,151.2,191.2,63.9,15.3,22.5,112.0,230.3,174.7,8.6,30.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('43#雷电分析仪',0.1,'否','异常','打开',177.6,140.4,204.3,15.3,78.6,84.2,163.1,178.1,141.3,9.0,27.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',6.0,'否','异常','闭合',231.2,197.1,147.4,74.3,36.9,71.2,217.2,179.7,162.6,5.3,38.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',0.9,'否','正常','闭合',214.3,115.3,133.8,11.6,15.4,80.1,234.1,182.6,156.3,2.2,27.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('4#雷电分析仪',5.6,'否','异常','闭合',141.7,210.9,185.4,50.8,20.9,10.7,190.3,198.4,137.5,9.0,26.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('27#雷电分析仪',6.7,'是','异常','闭合',235.2,166.3,228.3,83.0,66.5,31.2,145.5,198.6,203.1,6.3,27.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('89#雷电分析仪',0.1,'否','异常','闭合',100.1,118.4,213.9,69.9,17.7,61.5,122.1,203.7,175.3,1.3,26.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',8.9,'否','正常','打开',217.5,135.3,213.5,89.5,43.5,65.4,113.8,150.8,165.2,0.1,22.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',5.6,'是','异常','打开',163.5,172.6,214.2,79.5,81.0,63.8,190.0,171.7,235.7,5.8,29.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',8.2,'是','异常','打开',143.2,169.1,230.2,33.3,47.8,21.8,133.6,173.4,112.2,0.4,20.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('1#雷电分析仪',5.1,'否','异常','打开',204.5,157.8,145.8,78.5,85.7,38.2,105.9,114.0,105.3,7.2,29.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('77#雷电分析仪',4.9,'是','异常','闭合',177.3,204.1,103.2,47.6,65.6,67.9,190.2,144.4,107.0,2.6,24.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('38#雷电分析仪',2.7,'否','正常','闭合',150.4,131.7,125.7,62.3,16.7,59.9,117.8,180.7,130.2,7.6,20.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('52#雷电分析仪',2.5,'否','异常','闭合',201.0,190.6,135.6,14.6,13.5,72.8,178.6,203.1,116.2,1.3,39.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',3.3,'是','异常','打开',189.7,143.5,150.0,14.1,10.5,64.3,201.1,118.6,206.9,9.8,23.1);
